time,side,size,entry,exit,reason,tp,sl,pnl,entry_comm,exit_comm,trailing_active,trailing_stop,trail_ticks
2025-10-27 12:58:50-04:00,long,15,25913.25,25912.5,cross,25916.0,25912.5,-22.5,0.0,0.0,True,25912.5,
2025-10-27 12:58:56-04:00,short,11,25912.75,25913.25,cross,25911.5,25913.25,-11.0,0.0,0.0,True,25913.25,
