time,side,size,entry,exit,reason,tp,sl,pnl,entry_comm,exit_comm,trailing_active,trailing_stop,trail_ticks
2025-10-26 18:25:00-04:00,long,5,25729.25,25735.5,cross,25876.25,25735.5,62.5,0.0,0.0,True,25735.5,
2025-10-26 18:44:00-04:00,short,7,25729.25,25725.0,cross,25693.75,25725.0,59.5,0.0,0.0,True,25725.0,
2025-10-26 19:02:00-04:00,long,14,25740.5,25741.0,cross,25791.0,25741.0,14.0,0.0,0.0,True,25741.0,
2025-10-26 19:13:00-04:00,short,11,25724.5,25724.25,cross,25703.75,25724.25,5.5,0.0,0.0,True,25724.25,
2025-10-26 19:35:00-04:00,long,15,25731.5,25733.5,cross,25759.5,25733.5,60.0,0.0,0.0,True,25733.5,
2025-10-26 19:47:00-04:00,short,11,25724.25,25723.5,cross,25711.5,25723.5,16.5,0.0,0.0,True,25723.5,
2025-10-26 20:05:00-04:00,long,15,25727.0,25726.5,cross,25763.5,25726.5,-15.0,0.0,0.0,True,25726.5,
2025-10-26 20:48:00-04:00,short,11,25730.0,25727.25,cross,25714.5,25727.25,60.5,0.0,0.0,True,25727.25,
2025-10-26 21:23:00-04:00,long,15,25726.0,25726.5,cross,25750.5,25726.5,15.0,0.0,0.0,True,25726.5,
2025-10-26 21:49:00-04:00,short,11,25721.75,25721.5,cross,25712.25,25721.5,5.5,0.0,0.0,True,25721.5,
2025-10-26 22:04:00-04:00,long,15,25724.25,25724.5,cross,25745.5,25724.5,7.5,0.0,0.0,True,25724.5,
2025-10-26 22:09:00-04:00,short,11,25715.75,25713.25,cross,25705.0,25713.25,55.0,0.0,0.0,True,25713.25,
2025-10-26 22:16:00-04:00,long,15,25725.0,25725.0,cross,25747.75,25725.0,0.0,0.0,0.0,True,25725.0,
2025-10-26 23:43:00-04:00,short,11,25763.5,25761.0,cross,25754.0,25761.0,55.0,0.0,0.0,True,25761.0,
2025-10-27 00:26:00-04:00,long,15,25764.0,25763.5,cross,25783.25,25763.5,-15.0,0.0,0.0,True,25763.5,
2025-10-27 00:50:00-04:00,short,11,25760.5,25759.0,cross,25752.5,25759.0,33.0,0.0,0.0,True,25759.0,
2025-10-27 01:01:00-04:00,long,15,25762.5,25765.25,cross,25777.0,25765.25,82.5,0.0,0.0,True,25765.25,
2025-10-27 02:42:00-04:00,short,11,25788.75,25789.75,cross,25776.0,25789.75,-22.0,0.0,0.0,True,25789.75,
2025-10-27 03:09:00-04:00,long,15,25793.5,25794.75,cross,25820.75,25794.75,37.5,0.0,0.0,True,25794.75,
2025-10-27 03:44:00-04:00,short,11,25803.75,25800.75,cross,25791.25,25800.75,66.0,0.0,0.0,True,25800.75,
2025-10-27 04:41:00-04:00,long,15,25787.25,25788.75,cross,25822.5,25788.75,45.0,0.0,0.0,True,25788.75,
2025-10-27 05:25:00-04:00,short,11,25798.5,25795.75,cross,25786.5,25795.75,60.5,0.0,0.0,True,25795.75,
2025-10-27 05:34:00-04:00,long,15,25805.0,25810.5,cross,25831.5,25810.5,165.0,0.0,0.0,True,25810.5,
2025-10-27 06:57:00-04:00,short,11,25841.25,25841.5,cross,25831.5,25841.5,-5.5,0.0,0.0,True,25841.5,
2025-10-27 07:09:00-04:00,long,15,25847.0,25846.5,cross,25869.5,25846.5,-15.0,0.0,0.0,True,25846.5,
2025-10-27 07:11:00-04:00,short,11,25840.25,25841.0,cross,25827.75,25841.0,-16.5,0.0,0.0,True,25841.0,
2025-10-27 08:03:00-04:00,long,15,25826.5,25832.0,cross,25854.5,25832.0,165.0,0.0,0.0,True,25832.0,
2025-10-27 08:32:00-04:00,short,11,25827.0,25825.25,cross,25813.0,25825.25,38.5,0.0,0.0,True,25825.25,
2025-10-27 08:48:00-04:00,long,15,25834.5,25835.0,cross,25860.75,25835.0,15.0,0.0,0.0,True,25835.0,
2025-10-27 08:57:00-04:00,short,11,25831.0,25831.75,cross,25819.25,25831.75,-16.5,0.0,0.0,True,25831.75,
2025-10-27 09:04:00-04:00,long,15,25834.75,25837.75,cross,25860.25,25837.75,90.0,0.0,0.0,True,25837.75,
2025-10-27 09:18:00-04:00,short,11,25830.5,25827.0,cross,25818.5,25827.0,77.0,0.0,0.0,True,25827.0,
2025-10-27 09:31:00-04:00,long,13,25847.25,25858.75,cross,25903.25,25858.75,299.0,0.0,0.0,True,25858.75,
2025-10-27 09:36:00-04:00,short,6,25808.75,25800.25,cross,25769.25,25800.25,102.0,0.0,0.0,True,25800.25,
2025-10-27 09:40:00-04:00,long,8,25839.25,25840.75,cross,25924.5,25840.75,24.0,0.0,0.0,True,25840.75,
2025-10-27 09:42:00-04:00,short,5,25814.0,25812.75,cross,25767.0,25812.75,12.5,0.0,0.0,True,25812.75,
2025-10-27 09:48:00-04:00,long,7,25842.25,25849.0,cross,25936.75,25849.0,94.5,0.0,0.0,True,25849.0,
2025-10-27 09:51:00-04:00,short,5,25819.5,25809.25,cross,25771.5,25809.25,102.5,0.0,0.0,True,25809.25,
2025-10-27 09:53:00-04:00,long,7,25837.25,25840.75,cross,25935.0,25840.75,49.0,0.0,0.0,True,25840.75,
2025-10-27 10:18:00-04:00,short,6,25839.75,25837.75,cross,25798.5,25837.75,24.0,0.0,0.0,True,25837.75,
2025-10-27 10:30:00-04:00,long,8,25868.5,25870.0,cross,25954.25,25870.0,24.0,0.0,0.0,True,25870.0,
