time,side,size,entry,exit,reason,tp,sl,pnl,entry_comm,exit_comm,trailing_active,trailing_stop,trail_ticks
2025-10-27 10:54:00-04:00,short,8,25860.5,25860.0,cross,25827.25,25860.0,8.0,0.0,0.0,True,25860.0,
2025-10-27 11:04:00-04:00,long,11,25884.25,25887.0,cross,25952.25,25887.0,60.5,0.0,0.0,True,25887.0,
2025-10-27 11:55:00-04:00,short,11,25891.0,25889.25,cross,25870.25,25889.25,38.5,0.0,0.0,True,25889.25,
2025-10-27 12:02:00-04:00,long,15,25902.25,25904.75,cross,25943.0,25904.75,75.0,0.0,0.0,True,25904.75,
2025-10-27 12:21:00-04:00,short,11,25899.0,25897.5,cross,25883.75,25897.5,33.0,0.0,0.0,True,25897.5,
2025-10-27 12:25:00-04:00,long,15,25904.5,25904.0,cross,25934.5,25904.0,-15.0,0.0,0.0,True,25904.0,
2025-10-27 12:30:00-04:00,short,11,25903.25,25903.5,cross,25890.25,25903.5,-5.5,0.0,0.0,True,25903.5,
2025-10-27 12:31:00-04:00,long,15,25906.25,25907.5,cross,25933.0,25907.5,37.5,0.0,0.0,True,25907.5,
2025-10-27 12:46:00-04:00,short,11,25902.5,25903.0,cross,25887.75,25903.0,-11.0,0.0,0.0,True,25903.0,
2025-10-27 12:51:00-04:00,long,15,25909.5,25911.0,cross,25937.75,25911.0,45.0,0.0,0.0,True,25911.0,
